Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,Analysis Neighborhoods
211102740,T06,21047574,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:52:41 PM,04/20/2021 05:52:41 PM,04/20/2021 05:52:48 PM,04/20/2021 05:54:13 PM,,,,Fire,04/20/2021 05:54:14 PM,LYON ST/OAK ST,San Francisco,94117,B05,21,4352,3,3,3,false,Alarm,1,TRUCK,2,5,5,Golden Gate Park,211102740-T06,POINT (-122.44237797627271 37.77250431516638),12
211102740,E21,21047574,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:52:41 PM,04/20/2021 05:52:41 PM,04/20/2021 05:52:48 PM,04/20/2021 05:53:19 PM,04/20/2021 05:53:47 PM,,,Fire,04/20/2021 05:54:14 PM,LYON ST/OAK ST,San Francisco,94117,B05,21,4352,3,3,3,true,Alarm,1,ENGINE,1,5,5,Golden Gate Park,211102740-E21,POINT (-122.44237797627271 37.77250431516638),12
211102720,E36,21047572,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:46:02 PM,04/20/2021 05:47:57 PM,04/20/2021 05:48:28 PM,04/20/2021 05:49:34 PM,04/20/2021 05:51:42 PM,,,Code 2 Transport,04/20/2021 06:11:52 PM,0 Block of GOUGH ST,San Francisco,94103,B02,36,5115,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Mission,211102720-E36,POINT (-122.42075511577899 37.77201821868303),20
211102720,93,21047572,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:46:02 PM,04/20/2021 05:47:57 PM,04/20/2021 05:48:28 PM,04/20/2021 05:48:40 PM,04/20/2021 05:54:51 PM,04/20/2021 06:01:10 PM,04/20/2021 06:11:11 PM,Code 2 Transport,04/20/2021 07:32:10 PM,0 Block of GOUGH ST,San Francisco,94103,B02,36,5115,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Mission,211102720-93,POINT (-122.42075511577899 37.77201821868303),20
211102719,T12,21047571,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:47:30 PM,04/20/2021 05:47:30 PM,04/20/2021 05:47:37 PM,04/20/2021 05:48:46 PM,04/20/2021 05:51:19 PM,,,Fire,04/20/2021 05:51:44 PM,CLAYTON ST/OAK ST,San Francisco,94117,B05,21,4524,3,3,3,false,Alarm,1,TRUCK,1,5,5,Haight Ashbury,211102719-T12,POINT (-122.4489579930158 37.77166873964636),3
211102719,E21,21047571,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:47:30 PM,04/20/2021 05:47:30 PM,04/20/2021 05:47:37 PM,04/20/2021 05:49:29 PM,,,,Fire,04/20/2021 05:51:44 PM,CLAYTON ST/OAK ST,San Francisco,94117,B05,21,4524,3,3,3,true,Alarm,1,ENGINE,2,5,5,Haight Ashbury,211102719-E21,POINT (-122.4489579930158 37.77166873964636),3
211102712,E35,21047570,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:44:51 PM,04/20/2021 05:44:51 PM,04/20/2021 05:50:19 PM,04/20/2021 05:52:12 PM,04/20/2021 05:54:18 PM,,,Against Medical Advice,04/20/2021 06:06:15 PM,300 Block of FREMONT ST,San Francisco,94105,B03,35,2137,B,3,3,true,Non Life-threatening,1,ENGINE,1,3,6,Financial District/South Beach,211102712-E35,POINT (-122.39287410311779 37.787342142688914),8
211102712,67,21047570,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:44:51 PM,04/20/2021 05:44:51 PM,04/20/2021 05:45:15 PM,04/20/2021 05:45:24 PM,04/20/2021 05:55:45 PM,,,Against Medical Advice,04/20/2021 07:00:35 PM,300 Block of FREMONT ST,San Francisco,94105,B03,35,2137,B,3,3,true,Non Life-threatening,1,MEDIC,2,3,6,Financial District/South Beach,211102712-67,POINT (-122.39287410311779 37.787342142688914),8
211102700,E29,21047569,Outside Fire,04/20/2021,04/20/2021,04/20/2021 05:39:53 PM,04/20/2021 05:41:24 PM,04/20/2021 05:41:52 PM,04/20/2021 05:43:33 PM,04/20/2021 05:45:27 PM,,,Fire,04/20/2021 05:47:55 PM,POTRERO AV/DIVISION ST,San Francisco,94103,B02,29,2346,3,3,3,true,Fire,1,ENGINE,1,2,6,Mission,211102700-E29,POINT (-122.40800720584883 37.7692440110758),20
211102699,86,21047568,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:41:10 PM,04/20/2021 05:41:10 PM,04/20/2021 05:41:39 PM,04/20/2021 05:41:57 PM,04/20/2021 05:58:16 PM,04/20/2021 06:08:52 PM,04/20/2021 06:19:37 PM,Code 2 Transport,04/20/2021 06:51:25 PM,700 Block of GUERRERO ST,San Francisco,94110,B06,07,5445,B,2,2,true,Non Life-threatening,1,MEDIC,1,6,8,Mission,211102699-86,POINT (-122.42344733132714 37.75917374662769),20
211102688,74,21047567,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:38:12 PM,04/20/2021 05:39:16 PM,04/20/2021 05:39:31 PM,04/20/2021 05:39:39 PM,,,,Medical Examiner,04/20/2021 05:59:38 PM,800 Block of SACRAMENTO ST,San Francisco,94108,B01,02,1326,E,E,3,true,Potentially Life-Threatening,1,MEDIC,3,1,3,Chinatown,211102688-74,POINT (-122.40734135417097 37.793282423188145),6
211102688,RC1,21047567,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:38:12 PM,04/20/2021 05:39:16 PM,04/20/2021 05:39:31 PM,04/20/2021 05:41:18 PM,04/20/2021 05:45:14 PM,,,Medical Examiner,04/20/2021 06:27:32 PM,800 Block of SACRAMENTO ST,San Francisco,94108,B01,02,1326,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,1,3,Chinatown,211102688-RC1,POINT (-122.40734135417097 37.793282423188145),6
211102688,E41,21047567,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:38:12 PM,04/20/2021 05:39:16 PM,04/20/2021 05:39:31 PM,04/20/2021 05:40:40 PM,04/20/2021 05:43:34 PM,,,Medical Examiner,04/20/2021 05:50:22 PM,800 Block of SACRAMENTO ST,San Francisco,94108,B01,02,1326,E,E,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,Chinatown,211102688-E41,POINT (-122.40734135417097 37.793282423188145),6
211102688,E03,21047567,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:38:12 PM,04/20/2021 05:39:16 PM,04/20/2021 05:39:31 PM,04/20/2021 05:41:00 PM,,,,Medical Examiner,04/20/2021 05:46:26 PM,800 Block of SACRAMENTO ST,San Francisco,94108,B01,02,1326,E,E,3,true,Potentially Life-Threatening,1,ENGINE,4,1,3,Chinatown,211102688-E03,POINT (-122.40734135417097 37.793282423188145),6
211102670,AM120,21047566,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:32:47 PM,04/20/2021 05:34:13 PM,04/20/2021 05:35:02 PM,04/20/2021 05:35:42 PM,04/20/2021 05:44:03 PM,04/20/2021 06:11:55 PM,04/20/2021 06:26:20 PM,Code 2 Transport,04/20/2021 06:53:06 PM,5600 Block of 3RD ST,San Francisco,94124,B10,17,6537,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,10,10,Bayview Hunters Point,211102670-AM120,POINT (-122.39386696204919 37.72664747873989),1
211102670,E17,21047566,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:32:47 PM,04/20/2021 05:34:13 PM,04/20/2021 05:35:02 PM,04/20/2021 05:35:18 PM,04/20/2021 05:37:17 PM,,,Code 2 Transport,04/20/2021 05:53:32 PM,5600 Block of 3RD ST,San Francisco,94124,B10,17,6537,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,211102670-E17,POINT (-122.39386696204919 37.72664747873989),1
211102651,RC4,21047565,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:26:58 PM,04/20/2021 05:28:28 PM,04/20/2021 05:29:33 PM,04/20/2021 05:30:38 PM,,,,Against Medical Advice,04/20/2021 05:35:23 PM,1300 Block of GILMAN AVE,San Francisco,94124,B10,17,6614,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,10,10,Bayview Hunters Point,211102651-RC4,POINT (-122.39462837751798 37.7219818774113),1
211102651,E17,21047565,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:26:58 PM,04/20/2021 05:28:28 PM,04/20/2021 05:29:33 PM,04/20/2021 05:30:44 PM,04/20/2021 05:33:00 PM,,,Against Medical Advice,04/20/2021 05:34:13 PM,1300 Block of GILMAN AVE,San Francisco,94124,B10,17,6614,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,211102651-E17,POINT (-122.39462837751798 37.7219818774113),1
211102651,63,21047565,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:26:58 PM,04/20/2021 05:28:28 PM,04/20/2021 05:29:33 PM,04/20/2021 05:29:38 PM,04/20/2021 05:33:34 PM,,,Against Medical Advice,04/20/2021 06:27:00 PM,1300 Block of GILMAN AVE,San Francisco,94124,B10,17,6614,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,211102651-63,POINT (-122.39462837751798 37.7219818774113),1
211102650,E39,21047564,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:26:27 PM,04/20/2021 05:28:21 PM,04/20/2021 05:30:42 PM,,,,,Fire,04/20/2021 05:31:51 PM,2600 Block of OCEAN AVE,San Francisco,94132,B08,19,8452,3,3,3,true,Alarm,1,ENGINE,2,8,7,West of Twin Peaks,211102650-E39,POINT (-122.47373873085589 37.73184682984372),41
211102650,E19,21047564,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:26:27 PM,04/20/2021 05:28:21 PM,04/20/2021 05:31:46 PM,04/20/2021 05:31:46 PM,04/20/2021 05:35:47 PM,,,Fire,04/20/2021 05:37:23 PM,2600 Block of OCEAN AVE,San Francisco,94132,B08,19,8452,3,3,3,true,Alarm,1,ENGINE,1,8,7,West of Twin Peaks,211102650-E19,POINT (-122.47373873085589 37.73184682984372),41
211102647,AM116,21047563,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:25:45 PM,04/20/2021 05:27:46 PM,04/20/2021 05:28:38 PM,04/20/2021 05:30:34 PM,04/20/2021 05:35:18 PM,04/20/2021 05:46:12 PM,04/20/2021 06:00:18 PM,Code 2 Transport,04/20/2021 06:51:21 PM,1500 Block of CALIFORNIA ST,San Francisco,94109,B04,41,1635,3,3,3,false,Non Life-threatening,1,PRIVATE,2,4,3,Nob Hill,211102647-AM116,POINT (-122.41987274042728 37.7907373942467),21
211102647,54,21047563,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:25:45 PM,04/20/2021 05:27:46 PM,04/20/2021 05:28:04 PM,,,,,Code 2 Transport,04/20/2021 05:28:30 PM,1500 Block of CALIFORNIA ST,San Francisco,94109,B04,41,1635,3,3,3,true,Non Life-threatening,1,MEDIC,3,4,3,Nob Hill,211102647-54,POINT (-122.41987274042728 37.7907373942467),21
211102647,QRV1,21047563,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:25:45 PM,04/20/2021 05:27:46 PM,04/20/2021 05:28:04 PM,04/20/2021 05:28:11 PM,04/20/2021 05:31:34 PM,,,Code 2 Transport,04/20/2021 05:47:45 PM,1500 Block of CALIFORNIA ST,San Francisco,94109,B04,41,1635,3,3,3,true,Non Life-threatening,1,SUPPORT,1,4,3,Nob Hill,211102647-QRV1,POINT (-122.41987274042728 37.7907373942467),21
211102642,E09,21047562,Outside Fire,04/20/2021,04/20/2021,04/20/2021 05:25:13 PM,04/20/2021 05:25:45 PM,04/20/2021 05:26:18 PM,04/20/2021 05:27:33 PM,04/20/2021 05:30:52 PM,,,Fire,04/20/2021 05:41:38 PM,1900 Block of NEWCOMB AVE,San Francisco,94124,B10,42,6444,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point,211102642-E09,POINT (-122.39627758622211 37.738978612507),1
211102641,E06,21047561,Electrical Hazard,04/20/2021,04/20/2021,04/20/2021 05:25:31 PM,04/20/2021 05:25:31 PM,04/20/2021 05:25:58 PM,04/20/2021 05:26:33 PM,04/20/2021 05:29:47 PM,,,Fire,04/20/2021 05:57:50 PM,100 Block of COLLINGWOOD ST,San Francisco,94114,B05,06,5415,C,3,3,true,Alarm,1,ENGINE,1,6,8,Castro/Upper Market,211102641-E06,POINT (-122.4359664273456 37.76002760297228),5
211102635,KM04,21047560,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:20:58 PM,04/20/2021 05:23:11 PM,04/20/2021 05:23:28 PM,04/20/2021 05:23:56 PM,04/20/2021 05:45:05 PM,04/20/2021 06:06:07 PM,04/20/2021 06:26:32 PM,Code 2 Transport,04/20/2021 06:53:00 PM,200 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1546,2,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,Tenderloin,211102635-KM04,POINT (-122.41428534642033 37.78186544733056),36
211102605,91,21047558,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:14:00 PM,04/20/2021 05:15:20 PM,04/20/2021 05:15:35 PM,04/20/2021 05:15:39 PM,04/20/2021 05:17:45 PM,,,Patient Declined Transport,04/20/2021 06:05:43 PM,1600 Block of FOLSOM ST,San Francisco,94103,B02,36,5121,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Mission,211102605-91,POINT (-122.41540968440194 37.77027467437042),20
211102605,E36,21047558,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:14:00 PM,04/20/2021 05:15:20 PM,04/20/2021 05:15:35 PM,04/20/2021 05:16:43 PM,04/20/2021 05:19:51 PM,,,Patient Declined Transport,04/20/2021 05:23:06 PM,1600 Block of FOLSOM ST,San Francisco,94103,B02,36,5121,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Mission,211102605-E36,POINT (-122.41540968440194 37.77027467437042),20
211102597,E19,21047557,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:12:52 PM,04/20/2021 05:12:52 PM,04/20/2021 05:13:10 PM,04/20/2021 05:13:58 PM,04/20/2021 05:16:39 PM,,,Code 2 Transport,04/20/2021 05:31:41 PM,0 Block of ACEVEDO AVE,San Francisco,94132,B08,19,8582,B,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Lakeshore,211102597-E19,POINT (-122.48385230275726 37.71976286098834),16
211102597,AM108,21047557,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:12:52 PM,04/20/2021 05:12:52 PM,04/20/2021 05:13:10 PM,04/20/2021 05:14:03 PM,04/20/2021 05:26:50 PM,04/20/2021 05:38:06 PM,04/20/2021 06:00:52 PM,Code 2 Transport,04/20/2021 06:34:32 PM,0 Block of ACEVEDO AVE,San Francisco,94132,B08,19,8582,B,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,7,Lakeshore,211102597-AM108,POINT (-122.48385230275726 37.71976286098834),16
211102582,B04,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:10:44 PM,04/20/2021 05:11:30 PM,04/20/2021 05:47:48 PM,,,Fire,04/20/2021 05:50:59 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,false,Fire,1,CHIEF,9,1,3,North Beach,211102582-B04,POINT (-122.41143687254309 37.80159311813766),23
211102582,E02,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:10:44 PM,04/20/2021 05:11:17 PM,,,,Fire,04/20/2021 05:43:03 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,true,Fire,1,ENGINE,12,1,3,North Beach,211102582-E02,POINT (-122.41143687254309 37.80159311813766),23
211102582,B01,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:10:44 PM,04/20/2021 05:12:02 PM,04/20/2021 05:12:57 PM,,,Fire,04/20/2021 06:10:31 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,false,Fire,1,CHIEF,1,1,3,North Beach,211102582-B01,POINT (-122.41143687254309 37.80159311813766),23
211102582,89,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:10:44 PM,04/20/2021 05:10:48 PM,04/20/2021 05:16:39 PM,,,Fire,04/20/2021 05:59:02 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,true,Fire,1,MEDIC,4,1,3,North Beach,211102582-89,POINT (-122.41143687254309 37.80159311813766),23
211102582,E28,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:10:44 PM,04/20/2021 05:11:35 PM,,,,Fire,04/20/2021 06:14:06 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,false,Fire,1,ENGINE,11,1,3,North Beach,211102582-E28,POINT (-122.41143687254309 37.80159311813766),23
211102582,RC1,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:15:57 PM,04/20/2021 05:17:31 PM,04/20/2021 05:22:56 PM,,,Fire,04/20/2021 05:32:08 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,true,Fire,1,RESCUE CAPTAIN,8,1,3,North Beach,211102582-RC1,POINT (-122.41143687254309 37.80159311813766),23
211102582,RS1,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:10:44 PM,04/20/2021 05:11:55 PM,04/20/2021 05:20:26 PM,,,Fire,04/20/2021 05:35:08 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,false,Fire,1,RESCUE SQUAD,7,1,3,North Beach,211102582-RS1,POINT (-122.41143687254309 37.80159311813766),23
211102582,T02,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:10:44 PM,04/20/2021 05:11:22 PM,04/20/2021 05:13:48 PM,,,Fire,04/20/2021 06:10:23 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,false,Fire,1,TRUCK,2,1,3,North Beach,211102582-T02,POINT (-122.41143687254309 37.80159311813766),23
211102582,T13,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:10:44 PM,04/20/2021 05:12:14 PM,04/20/2021 05:15:50 PM,,,Fire,04/20/2021 06:09:34 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,false,Fire,1,TRUCK,3,1,3,North Beach,211102582-T13,POINT (-122.41143687254309 37.80159311813766),23
211102582,BE1,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 06:06:33 PM,04/20/2021 06:06:33 PM,,,,Fire,04/20/2021 06:11:12 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,false,Fire,1,SUPPORT,13,1,3,North Beach,211102582-BE1,POINT (-122.41143687254309 37.80159311813766),23
211102582,E13,21047556,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:10:13 PM,04/20/2021 05:10:29 PM,04/20/2021 05:10:44 PM,04/20/2021 05:11:58 PM,,,,Fire,04/20/2021 06:25:42 PM,0 Block of VIA BUFANO,San Francisco,94133,B01,28,1351,3,3,3,true,Fire,1,ENGINE,10,1,3,North Beach,211102582-E13,POINT (-122.41143687254309 37.80159311813766),23
211102559,E31,21047555,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:05:30 PM,04/20/2021 05:05:30 PM,04/20/2021 05:07:10 PM,04/20/2021 05:08:41 PM,04/20/2021 05:11:48 PM,,,Fire,04/20/2021 05:14:39 PM,ARGUELLO BL/BALBOA ST,San Francisco,94118,B07,31,7112,3,3,3,true,Alarm,1,ENGINE,1,7,1,Lone Mountain/USF,211102559-E31,POINT (-122.45858063004545 37.77725391796223),18
211102559,B07,21047555,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:05:30 PM,04/20/2021 05:05:30 PM,04/20/2021 05:07:10 PM,04/20/2021 05:08:03 PM,04/20/2021 05:12:44 PM,,,Fire,04/20/2021 05:14:32 PM,ARGUELLO BL/BALBOA ST,San Francisco,94118,B07,31,7112,3,3,3,false,Alarm,1,CHIEF,2,7,1,Lone Mountain/USF,211102559-B07,POINT (-122.45858063004545 37.77725391796223),18
211102559,T10,21047555,Structure Fire,04/20/2021,04/20/2021,04/20/2021 05:05:30 PM,04/20/2021 05:05:30 PM,04/20/2021 05:07:10 PM,04/20/2021 05:08:19 PM,,,,Fire,04/20/2021 05:14:05 PM,ARGUELLO BL/BALBOA ST,San Francisco,94118,B07,31,7112,3,3,3,false,Alarm,1,TRUCK,3,7,1,Lone Mountain/USF,211102559-T10,POINT (-122.45858063004545 37.77725391796223),18
211102556,70,21047554,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 05:05:23 PM,04/20/2021 05:05:23 PM,04/20/2021 05:06:04 PM,,,,,Code 2 Transport,04/20/2021 05:06:49 PM,INGALLS ST/MIDDLE POINT RD,San Francisco,94124,B10,17,6626,A,3,3,true,Non Life-threatening,1,MEDIC,7,10.0,10,Bayview Hunters Point,211102556-70,POINT (-122.37943074575804 37.73408161835746),1
211102556,RS2,21047554,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 05:05:23 PM,04/20/2021 05:05:23 PM,04/20/2021 05:06:04 PM,04/20/2021 05:07:54 PM,,,,Code 2 Transport,04/20/2021 05:10:02 PM,INGALLS ST/MIDDLE POINT RD,San Francisco,94124,B10,17,6626,A,3,3,false,Non Life-threatening,1,RESCUE SQUAD,6,10.0,10,Bayview Hunters Point,211102556-RS2,POINT (-122.37943074575804 37.73408161835746),1
211102556,T17,21047554,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 05:05:23 PM,04/20/2021 05:05:23 PM,04/20/2021 05:06:04 PM,04/20/2021 05:07:42 PM,04/20/2021 05:11:07 PM,,,Code 2 Transport,04/20/2021 05:14:17 PM,INGALLS ST/MIDDLE POINT RD,San Francisco,94124,B10,17,6626,A,3,3,false,Non Life-threatening,1,TRUCK,1,10.0,10,Bayview Hunters Point,211102556-T17,POINT (-122.37943074575804 37.73408161835746),1
211102556,RC4,21047554,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 05:05:23 PM,04/20/2021 05:05:23 PM,04/20/2021 05:06:04 PM,04/20/2021 05:07:15 PM,,,,Code 2 Transport,04/20/2021 05:10:06 PM,INGALLS ST/MIDDLE POINT RD,San Francisco,94124,B10,17,6626,A,3,3,true,Non Life-threatening,1,RESCUE CAPTAIN,5,10.0,10,Bayview Hunters Point,211102556-RC4,POINT (-122.37943074575804 37.73408161835746),1
211102556,E17,21047554,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 05:05:23 PM,04/20/2021 05:05:23 PM,04/20/2021 05:06:04 PM,04/20/2021 05:07:24 PM,,,,Code 2 Transport,04/20/2021 05:17:03 PM,INGALLS ST/MIDDLE POINT RD,San Francisco,94124,B10,17,6626,A,3,3,true,Non Life-threatening,1,ENGINE,3,10.0,10,Bayview Hunters Point,211102556-E17,POINT (-122.37943074575804 37.73408161835746),1
211102556,68,21047554,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 05:05:23 PM,04/20/2021 05:05:23 PM,04/20/2021 05:06:46 PM,04/20/2021 05:06:46 PM,04/20/2021 05:11:52 PM,04/20/2021 05:27:52 PM,04/20/2021 05:38:59 PM,Code 2 Transport,04/20/2021 06:24:38 PM,INGALLS ST/MIDDLE POINT RD,San Francisco,94124,B10,17,6626,A,3,3,true,Non Life-threatening,1,MEDIC,2,10.0,10,Bayview Hunters Point,211102556-68,POINT (-122.37943074575804 37.73408161835746),1
211102556,B10,21047554,Traffic Collision,04/20/2021,04/20/2021,04/20/2021 05:05:23 PM,04/20/2021 05:05:23 PM,04/20/2021 05:06:04 PM,04/20/2021 05:07:22 PM,,,,Code 2 Transport,04/20/2021 05:11:30 PM,INGALLS ST/MIDDLE POINT RD,San Francisco,94124,B10,17,6626,A,3,3,false,Non Life-threatening,1,CHIEF,4,10.0,10,Bayview Hunters Point,211102556-B10,POINT (-122.37943074575804 37.73408161835746),1
211102549,RC3,21047553,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:02:43 PM,04/20/2021 05:03:49 PM,04/20/2021 05:03:58 PM,04/20/2021 05:05:07 PM,,,,No Merit,04/20/2021 05:09:12 PM,18TH ST/NOE ST,San Francisco,94114,B05,06,5417,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,5,8,Castro/Upper Market,211102549-RC3,POINT (-122.43279350600169 37.76102131186791),5
211102549,AM108,21047553,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:02:43 PM,04/20/2021 05:03:49 PM,04/20/2021 05:03:58 PM,04/20/2021 05:05:22 PM,,,,No Merit,04/20/2021 05:09:25 PM,18TH ST/NOE ST,San Francisco,94114,B05,06,5417,E,E,3,false,Potentially Life-Threatening,1,PRIVATE,3,5,8,Castro/Upper Market,211102549-AM108,POINT (-122.43279350600169 37.76102131186791),5
211102549,E07,21047553,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:02:43 PM,04/20/2021 05:03:49 PM,04/20/2021 05:03:58 PM,04/20/2021 05:04:50 PM,04/20/2021 05:08:45 PM,,,No Merit,04/20/2021 05:09:03 PM,18TH ST/NOE ST,San Francisco,94114,B05,06,5417,E,E,3,true,Potentially Life-Threatening,1,ENGINE,2,5,8,Castro/Upper Market,211102549-E07,POINT (-122.43279350600169 37.76102131186791),5
211102549,T06,21047553,Medical Incident,04/20/2021,04/20/2021,04/20/2021 05:02:43 PM,04/20/2021 05:03:49 PM,04/20/2021 05:03:58 PM,04/20/2021 05:05:07 PM,04/20/2021 05:07:21 PM,,,No Merit,04/20/2021 05:11:52 PM,18TH ST/NOE ST,San Francisco,94114,B05,06,5417,E,E,3,false,Potentially Life-Threatening,1,TRUCK,1,5,8,Castro/Upper Market,211102549-T06,POINT (-122.43279350600169 37.76102131186791),5
211102526,E43,21047552,Electrical Hazard,04/20/2021,04/20/2021,04/20/2021 04:58:06 PM,04/20/2021 04:59:02 PM,04/20/2021 04:59:10 PM,04/20/2021 05:00:21 PM,04/20/2021 05:03:03 PM,,,Fire,04/20/2021 05:04:59 PM,MOSCOW ST/AVALON AV,San Francisco,94112,B09,43,6164,3,3,3,true,Alarm,1,ENGINE,1,9,11,Excelsior,211102526-E43,POINT (-122.42530158638468 37.724382363417604),7
211102525,E06,21047551,Outside Fire,04/20/2021,04/20/2021,04/20/2021 04:56:19 PM,04/20/2021 04:57:36 PM,04/20/2021 04:57:43 PM,04/20/2021 04:58:33 PM,04/20/2021 05:01:04 PM,,,Fire,04/20/2021 05:24:52 PM,500 Block of WALLER ST,San Francisco,94117,B05,06,3635,3,3,3,true,Fire,1,ENGINE,1,5.0,5,Haight Ashbury,211102525-E06,POINT (-122.43313221236585 37.77080807137904),3
