YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2019,2019,ND,North Dakota,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST4_1,CRDRATE,RACE,BLK,,,,
2015,2015,NY,New York,NVSS,Asthma,Asthma mortality rate,,,Number,106,106,,,,,Gender,Male,,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST4_1,NMBR,GENDER,GENM,,,,
2010,2010,IA,Iowa,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,6.26,6.26,,,4.02,8.5,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST3_1,AGEADJRATE,RACE,API,,,,
2018,2018,IL,Illinois,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST3_1,CRDRATE,RACE,AIAN,,,,
2014,2014,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,NMBR,RACE,HIS,,,,
2017,2017,ND,North Dakota,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,CT,Connecticut,NVSS,Asthma,Asthma mortality rate,,Number,Number,42,42,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2014,2014,AL,Alabama,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,11.1,11.1,,,7.7,15.6,Gender,Female,,,,,POINT (-86.63186076199969 32.84057112200048),,01,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2012,2012,CA,California,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,8.3,8.3,,,6,11.1,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST4_1,CRDRATE,RACE,API,,,,
2014,2014,GA,Georgia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,9.5,9.5,,,7.7,11.6,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,AST,AST4_1,CRDRATE,OVERALL,OVR,,,,
2016,2016,VI,Virgin Islands,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Gender,Female,,,,,POINT (-64.896335 18.335765),,78,AST,AST3_1,AGEADJRATE,GENDER,GENF,,,,
2019,2019,MD,Maryland,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,17.0,17,,,12.7,22.2,Gender,Female,,,,,POINT (-76.60926011099963 39.29058096400047),,24,AST,AST4_1,CRDRATE,GENDER,GENF,,,,
2017,2017,MA,Massachusetts,NVSS,Asthma,Asthma mortality rate,,,Number,47,47,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),,25,AST,AST4_1,NMBR,RACE,WHT,,,,
2017,2017,VI,Virgin Islands,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Overall,Overall,,,,,POINT (-64.896335 18.335765),,78,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2016,2016,WV,West Virginia,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,5.06,5.06,,,3.39,6.72,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),,54,AST,AST3_1,AGEADJRATE,RACE,BLK,,,,
2017,2017,AZ,Arizona,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,8.2,8.2,,,5.5,11.8,Gender,Male,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2010,2010,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2010,2010,KS,Kansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),,20,AST,AST4_1,AGEADJRATE,RACE,BLK,,,,
2017,2017,NH,New Hampshire,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2015,2015,MA,Massachusetts,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,9.73,9.73,���,Estimate is based on the first 3 quarters of 2015 and is not directly comparable to estimates in prior years due to changes in ICD codes,9.41,10.04,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),,25,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2013,2013,ID,Idaho,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,15.4,15.4,,,9.6,23.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2016,2016,HI,Hawaii,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST3_1,NMBR,RACE,BLK,,,,
2019,2019,KS,Kansas,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-98.20078122699965 38.34774030000045),,20,AST,AST4_1,NMBR,RACE,API,,,,
2017,2017,NE,Nebraska,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,11.7,11.7,,,7,18.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),,31,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2014,2014,ME,Maine,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),,23,AST,AST4_1,NMBR,RACE,BLK,,,,
2019,2019,NE,Nebraska,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,15.4,15.4,,,10.2,22.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),,31,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2010,2010,DE,Delaware,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2015,2015,IL,Illinois,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST3_1,CRDRATE,RACE,BLK,,,,
2013,2013,WA,Washington,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,2358,2358,,,,,Gender,Female,,,,,POINT (-120.47001078999972 47.52227862900048),,53,AST,AST3_1,NMBR,GENDER,GENF,,,,
2019,2019,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,NMBR,GENDER,GENF,,,,
2016,2016,ID,Idaho,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2017,2017,MS,Mississippi,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,15.8,15.8,,,11.6,20.9,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST4_1,CRDRATE,OVERALL,OVR,,,,
2018,2018,NV,Nevada,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,14.5,14.5,,,9.1,21.9,Gender,Male,,,,,POINT (-117.07184056399967 39.493240390000494),,32,AST,AST4_1,CRDRATE,GENDER,GENM,,,,
2018,2018,SD,South Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,3.08,3.08,,,2.67,3.48,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2015,2015,MD,Maryland,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,20.69,20.69,���,Estimate is based on the first 3 quarters of 2015 and is not directly comparable to estimates in prior years due to changes in ICD codes,19.93,21.46,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),,24,AST,AST3_1,CRDRATE,RACE,BLK,,,,
2020,2020,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2014,2014,MT,Montana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,CRDRATE,OVERALL,OVR,,,,
2014,2014,SC,South Carolina,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Gender,Male,,,,,POINT (-81.04537120699968 33.998821303000454),,45,AST,AST3_1,AGEADJRATE,GENDER,GENM,,,,
2019,2019,ME,Maine,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),,23,AST,AST4_1,NMBR,RACE,WHT,,,,
2020,2020,AL,Alabama,NVSS,Asthma,Asthma mortality rate,,Number,Number,31,31,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),,01,AST,AST4_1,NMBR,RACE,WHT,,,,
2019,2019,AL,Alabama,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-86.63186076199969 32.84057112200048),,01,AST,AST4_1,NMBR,RACE,API,,,,
2020,2020,NJ,New Jersey,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,13.1,13.1,,,10.8,15.3,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,SD,South Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,10.50,10.5,,,8.02,12.98,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-100.3735306369997 44.353130053000484),,46,AST,AST3_1,AGEADJRATE,RACE,AIAN,,,,
2015,2015,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,NMBR,GENDER,GENF,,,,
2010,2010,NJ,New Jersey,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST4_1,NMBR,RACE,HIS,,,,
2011,2011,NY,New York,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,37.0,37,,,29.8,44.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST4_1,AGEADJRATE,RACE,BLK,,,,
2012,2012,ND,North Dakota,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST4_1,NMBR,RACE,HIS,,,,
2020,2020,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2013,2013,NM,New Mexico,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2015,2015,GA,Georgia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,9.4,9.4,,,6.9,12.4,Gender,Female,,,,,POINT (-83.62758034599966 32.83968109300048),,13,AST,AST4_1,CRDRATE,GENDER,GENF,,,,
2016,2016,KY,Kentucky,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,13.69,13.69,,,12.52,14.86,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST3_1,CRDRATE,RACE,BLK,,,,
2014,2014,MT,Montana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2015,2015,KS,Kansas,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2013,2013,LA,Louisiana,NVSS,Asthma,Asthma mortality rate,,,Number,27,27,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST4_1,NMBR,RACE,WHT,,,,
2016,2016,NV,Nevada,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,773,773,,,,,Gender,Male,,,,,POINT (-117.07184056399967 39.493240390000494),,32,AST,AST3_1,NMBR,GENDER,GENM,,,,
2014,2014,SC,South Carolina,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),,45,AST,AST3_1,CRDRATE,RACE,BLK,,,,
2010,2010,NH,New Hampshire,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2018,2018,WY,Wyoming,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Gender,Female,,,,,POINT (-108.10983035299967 43.23554134300048),,56,AST,AST3_1,CRDRATE,GENDER,GENF,,,,
2011,2011,NH,New Hampshire,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST4_1,NMBR,RACE,WHT,,,,
2016,2016,LA,Louisiana,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST3_1,CRDRATE,RACE,HIS,,,,
2017,2017,MD,Maryland,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,2458,2458,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),,24,AST,AST3_1,NMBR,RACE,BLK,,,,
2017,2017,NM,New Mexico,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,18.2,18.2,,,12.9,25,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,SC,South Carolina,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-81.04537120699968 33.998821303000454),,45,AST,AST3_1,AGEADJRATE,RACE,HIS,,,,
2012,2012,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,NMBR,RACE,HIS,,,,
2020,2020,CT,Connecticut,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,13.5,13.5,,,9.1,19.2,Gender,Female,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2010,2010,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,8.8,8.8,,,7,10.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2015,2015,VT,Vermont,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,4.26,4.26,���,Estimate is based on the first 3 quarters of 2015 and is not directly comparable to estimates in prior years due to changes in ICD codes,3.65,4.86,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,AST,AST3_1,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,PA,Pennsylvania,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-77.86070029399963 40.79373015200048),,42,AST,AST3_1,NMBR,RACE,AIAN,,,,
2015,2015,MS,Mississippi,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,16.0,16,,,11.9,21.1,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2020,2020,CT,Connecticut,NVSS,Asthma,Asthma mortality rate,,Number,Number,43,43,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2018,2018,OK,Oklahoma,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-97.52107021399968 35.47203135600046),,40,AST,AST3_1,CRDRATE,RACE,AIAN,,,,
2019,2019,DC,District of Columbia,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-77.036871 38.907192),,11,AST,AST4_1,NMBR,RACE,AIAN,,,,
2011,2011,MT,Montana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2012,2012,MT,Montana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,CRDRATE,RACE,BLK,,,,
2017,2017,MD,Maryland,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,6.69,6.69,,,6.48,6.89,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2015,2015,GU,Guam,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (144.793731 13.444304),,66,AST,AST3_1,NMBR,RACE,BLK,,,,
2018,2018,IA,Iowa,NVSS,Asthma,Asthma mortality rate,,Number,Number,25,25,,,,,Gender,Female,,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST4_1,NMBR,GENDER,GENF,,,,
2018,2018,MS,Mississippi,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,4.96,4.96,,,4.59,5.33,Gender,Male,,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST3_1,AGEADJRATE,GENDER,GENM,,,,
2014,2014,MI,Michigan,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,75,75,,,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST3_1,NMBR,RACE,API,,,,
2015,2015,NJ,New Jersey,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,15.42,15.42,���,Estimate is based on the first 3 quarters of 2015 and is not directly comparable to estimates in prior years due to changes in ICD codes,14.64,16.19,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST3_1,AGEADJRATE,RACE,HIS,,,,
2016,2016,SC,South Carolina,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),,45,AST,AST3_1,NMBR,RACE,WHT,,,,
2011,2011,AL,Alabama,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-86.63186076199969 32.84057112200048),,01,AST,AST4_1,CRDRATE,RACE,AIAN,,,,
2013,2013,NJ,New Jersey,NVSS,Asthma,Asthma mortality rate,,,Number,61,61,,,,,Gender,Male,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST4_1,NMBR,GENDER,GENM,,,,
2014,2014,WV,West Virginia,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-80.71264013499967 38.66551020200046),,54,AST,AST3_1,CRDRATE,RACE,API,,,,
2010,2010,VT,Vermont,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-72.51764079099962 43.62538123900049),,50,AST,AST3_1,NMBR,RACE,HIS,,,,
2017,2017,VT,Vermont,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2011,2011,NJ,New Jersey,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST4_1,AGEADJRATE,RACE,AIAN,,,,
2011,2011,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2012,2012,NM,New Mexico,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2017,2017,KY,Kentucky,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,1745,1745,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2017,2017,MI,Michigan,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,4.77,4.77,,,4.57,4.96,Gender,Male,,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST3_1,CRDRATE,GENDER,GENM,,,,
2017,2017,UT,Utah,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-111.58713063499971 39.360700171000474),,49,AST,AST3_1,AGEADJRATE,GENDER,GENF,,,,
2014,2014,MD,Maryland,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,7795,7795,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),,24,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2019,2019,AR,Arkansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,13.5,13.5,,,8.2,20.8,Gender,Male,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST4_1,CRDRATE,GENDER,GENM,,,,
2016,2016,NM,New Mexico,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2015,2015,NY,New York,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST3_1,AGEADJRATE,RACE,WHT,,,,
2011,2011,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
