LOCATION_ACCOUNT,BUSINESS_NAME,DBA_NAME,STREET_ADDRESS,CITY,ZIP_CODE,LOCATION_DESCRIPTION,MAILING_ADDRESS,MAILING_CITY,MAILING_ZIP_CODE,NAICS,PRIMARY_NAICS_DESCRIPTION,COUNCIL_DISTRICT,LOCATION_START_DATE,LOCATION_END_DATE,LOCATION
0003210489-0001-2,SMALL EATS INC,,12421 PACIFIC AVENUE UNIT #7,LOS ANGELES,90066-4443,12421 PACIFIC 90066-4443,,,,452000,General merchandise stores,11,07/18/2018,,"(34.0026, -118.4336)"
0003211985-0001-2,KETO SWEET LOS ANGELES,,741 S GRETNA GREEN WAY,LOS ANGELES,90049-4928,741 GRETNA GREEN 90049,10145   MONTGOMERY AVENUE,NORTH HILLS,91343-1436,445230,Fruit & vegetable markets,11,09/16/2020,,"(34.0504, -118.4749)"
0003215028-0001-0,SABRINA ESCARZA,,5122 OTIS AVENUE,TARZANA,91356-4210,5122 Otis 91356-4210,,,,812990,All other personal services,3,01/01/2020,,"(34.1639, -118.5351)"
0003215609-0001-6,MMJ CONSTRUCTION INC.,,39100   AIR PARK DRIVE,TEMECULA,92592-8881,39100 AIR PARK 92592,39100   AIR PARK DRIVE,TEMECULA,92592-8881,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",0,10/13/2020,,"(33.5461, -116.9766)"
0002098591-0001-1,ROBERT BAHEDRY,,12424 TEXAS AVENUE UNIT #11,LOS ANGELES,90025-1927,12424 TEXAS 90025-1927,,,,,,11,07/01/2004,,"(34.0402, -118.4688)"
0003214712-0001-9,NAA B-RADIO,NAA COMMUNICATION NETWORK,10100 SANTA MONICA BLVD FLOOR #3,LOS ANGELES,90067-4003,10100 Santa Monica 90067-4003,,,,711410,"Agents & managers for artists, athletes, entertainers, & other public figures",5,05/10/2020,,"(34.0614, -118.4163)"
0003206794-0001-5,FALYN MITCHELL,,4685 N BELLFLOWER BLVD   APT #7,LONG BEACH,90808-1224,4685 BELLFLOWER 90808-1224,4685 N BELLFLOWER BLVD   APT #7,LONG BEACH,90808-1224,,,0,07/01/2020,,"(33.8427, -118.1255)"
0003204206-0001-6,PATRICIA LEE,,520 LISA COURT,DIAMOND BAR,91765-1869,520 Lisa 91765-1869,,,,812990,All other personal services,0,07/15/2019,,"(34.0222, -117.7873)"
0002352800-0002-4,HEBERT AROCHE,H & M PAINTING,13943 BESSEMER STREET #3,VAN NUYS,91401-3509,13943 BESSEMER 91401-3509,,,,233210,Single Family Housing Construction (1997 NAICS),2,10/01/2015,,"(34.1812, -118.4365)"
0002798522-0001-9,ANGER MANAGEMENT ESSENTIALS INC,,15233 VENTURA BLVD SUITE #1208,SHERMAN OAKS,91403-2271,15233 VENTURA 91403-2271,15233 VENTURA BLVD SUITE #1208,SHERMAN OAKS,91403-2271,541600,"Management, scientific, & technical consulting services",4,01/01/2015,,"(34.1536, -118.4649)"
0002867689-0001-0,AMERICAN RECOVERY FUNDING LLC,,17663 MAYERLING STREET,GRANADA HILLS,91344-2120,17663 MAYERLING 91344-2120,,,,523900,Other financial investment activities (including investment advice),12,11/19/2013,,"(34.2843, -118.5185)"
0000002697-0001-7,NATAN FABRIC INC,,410 E 9TH STREET,LOS ANGELES,90015-1804,410 9TH 90015,,,,314000,Textile product mills,14,11/01/1999,,
0000002698-0001-1,ROBERT HUGH REDDICK,,3712 ALMERIA STREET,SAN PEDRO,90731-6412,3712 ALMERIA 90731-6412,,,,541510,Computer systems design & related services,15,01/01/1997,,
0002804158-0001-3,"WIKI POKI, USA, INC.",,3438 WILSHIRE BLVD,LOS ANGELES,90010-2204,3438 WILSHIRE 90010-2204,3438 WILSHIRE BLVD,LOS ANGELES,90010-2204,722211,Limited-service eating places,10,02/05/2015,,"(34.0617, -118.2987)"
0002870052-0001-3,RAUL ALEJANDRE,,14610 PLUMMER STREET #105,PANORAMA CITY,91402-7003,14610 PLUMMER 91402-7003,,,,561730,Landscaping services,6,01/01/2008,,"(34.2426, -118.4505)"
0000067875-0001-1,LRO MGT INC,,9907 CANOGA AVENUE #N,CHATSWORTH,91311-0913,9907 CANOGA 91311-0913,21500 LASSEN STREET #193,CHATSWORTH,91311-7281,233210,Single Family Housing Construction (1997 NAICS),12,04/30/1993,,"(34.25, -118.5972)"
0000691957-0001-0,"ITT CANNON, LLC",I T T CANNON ELECTRIC DIV,56 TECHNOLOGY DRIVE,IRVINE,92618-2301,56 TECHNOLOGY 92618-2301,,,,423600,Electrical & electronic goods,0,12/01/1963,,"(33.658, -117.7405)"
0002868796-0001-5,VINNATI INC,,1414 E 48TH PLACE,LOS ANGELES,90011-4418,1414 48TH 90011-4418,,,,315000,Apparel mfg.,9,10/27/2015,,"(33.9992, -118.2496)"
0002870261-0001-9,IMHOLDING GAMES LLC,,881 ALMA REAL DRIVE SUITE #307,PACIFIC PALISADES,90272-3754,881 ALMA REAL 90272-3754,,,,443120,Computer & software stores,11,04/30/2015,,"(34.0446, -118.5249)"
0003319786-0001-4,HEISSER CONSULTING SERVICES LLC,JNI HEALTHCARE INSTITUTE,222 W 6th #400,San Pedro,90731-3345,222 6TH 90731,,,,611000,"Educational services (including schools, colleges, & universities)",15,06/01/2022,,"(33.739, 33.739)"
0003277993-0001-9,SHALISHA ANDERSON,YANE'S NAILS AND HAIR,12381 Osborne #207,Pacoima,91331-2187,12381 OSBORNE 91331,12381 Osborne #207,Pacoima,91331-2187,,,7,02/01/2020,,"(34.2614, 34.2614)"
0003080812-0001-1,LEGENDARY GARAGE DOOR REPAIR INC,,5846 CAHILL AVENUE,TARZANA,91356-1206,5846 CAHILL 91356-1206,,,,812990,All other personal services,3,10/12/2018,,"(34.1772, -118.5487)"
0002872154-0001-5,ASIA WOMEN CONNECTION INC,,9362 MOONBEAM AVENUE,PANORAMA CITY,91402-1392,9362 MOONBEAM 91402-1392,9362 MOONBEAM AVENUE UNIT #5,PANORAMA CITY,91402-1394,516110,Internet publishing & broadcasting,6,12/30/2013,,"(34.2411, -118.4459)"
0002290300-0001-1,A1 SECURITY & SCREENS INC,SECURITY SERVICES SYSTEMS,11479 JEFFERSON BLVD,CULVER CITY,90230-6115,11479 JEFFERSON 90230-6115,11479   JEFFERSON BLVD,CULVER CITY,90230-6115,561600,Investigation & security services,0,01/03/2007,,"(33.9894, -118.3967)"
0002797164-0001-2,S KIM AND B PARK DENTAL CORPORATION,,2727 W OLYMPIC BLVD OFFICE #200,LOS ANGELES,90006-2640,2727 OLYMPIC 90006-2640,2727 W OLYMPIC BLVD OFFICE #200,LOS ANGELES,90006-2640,621210,Offices of dentists,10,01/01/2015,,"(34.0526, -118.2926)"
0000399519-0002-1,ANDRE V ROSE,,4859 W SLAUSON AVENUE SUITE #390,LOS ANGELES,90056-1290,4859 SLAUSON 90056-1290,,,,233210,Single Family Housing Construction (1997 NAICS),0,08/19/2010,,"(33.9876, -118.3623)"
0002870118-0001-4,ARMENDALE LLC,,17453 CHATSWORTH STREET,GRANADA HILLS,91344-5718,17453 CHATSWORTH 91344-5718,420 E LORAINE STREET,GLENDALE,91207-1449,532290,Other consumer goods rental,12,01/16/2014,,"(34.2648, -118.5143)"
0002083132-0001-9,RAD PROPERTIES LLC,,4924 COLISEUM STREET,LOS ANGELES,90016-5363,4924 COLISEUM 90016-5363,POST OFFICE BOX #1596,SIERRA MADRE,91025-4596,531100,Lessors of real estate (including mini warehouses & self-storage units),10,06/01/2002,,"(34.0182, -118.3524)"
0000864348-0001-5,MARTIN D FERN,,228 ASHDALE PLACE,LOS ANGELES,90049-2431,228 ASHDALE 90049-2431,228 ASHDALE PLACE    #,LOS ANGELES,90049-2431,561500,Travel arrangement & reservation services,5,01/01/1999,,"(34.0765, -118.4625)"
0002858145-0001-7,"EXECUTIVE ON THE GO, INC.",,19849 NORDHOFF STREET    #305B,NORTHRIDGE,91324-3331,19849 NORDHOFF 91324-3331,,,,541600,"Management, scientific, & technical consulting services",12,01/20/2015,,"(34.2334, -118.5661)"
0002913685-0001-6,CHRISTIAN JUTTNER,SCV GLASSWORKS,25020   AVENUE STANFORD     #70,VALENCIA,91355-3430,25020 AVENUE STANFORD 91355-3430,26330 DIAMOND PLACE SUITE #140,SANTA CLARITA,91350-5820,,,0,06/06/2016,,"(34.4375, -118.5732)"
0002609829-0001-0,CLAIRE EDEN CONTRERAS,BRILLIANT CARE NURSING SERVICES,611 S VIRGIL AVENUE UNIT #402,LOS ANGELES,90005-4006,611 VIRGIL 90005-4006,611 S VIRGIL AVENUE UNIT #402,LOS ANGELES,90005-4006,621610,Home health care services,10,04/06/2012,,"(34.0633, -118.287)"
0002543672-0001-6,JOSE LUIS AVILA,,9229 KESTER AVENUE,PANORAMA CITY,91402-1215,9229 KESTER 91402-1215,,,,443111,Household appliance stores,6,01/21/2011,,"(34.238, -118.4563)"
0002570873-0002-2,CESAR PEREZ CRUZ,WHOLESELLERS.US,8922 S CENTRAL AVENUE #B,LOS ANGELES,90002-1738,8922 CENTRAL 90002-1738,,,,999999,Unclassified establishments (unable to classify),9,01/20/2015,,"(33.9554, -118.2564)"
0003243941-0001-3,28TH AVE MANAGEMENT LLC,,17 28TH AVENUE APT #103,VENICE,90291-4330,17 28TH 90291-4330,,,,541990,"All other professional, scientific, & technical services",11,06/22/2017,,
0002434617-0001-2,MEREDITH OSTROWSKY,,4302   WHITSETT AVENUE   APT #6,STUDIO CITY,91604-1618,4302 WHITSETT 91604-1618,3238 BROAD STREET,NEWPORT BEACH,92663-4224,711510,"Independent artists, writers, & performers",4,01/01/2009,,"(34.1487, -118.4049)"
0003327172-0001-5,HLYWD GLAM BY NEDA INC,,7205 Hollywood #320,Los Angeles,90046-3162,7205 HOLLYWOOD 90046,,,,,,4,08/03/2022,,"(34.1021, 34.1021)"
0000346726-0002-4,DELFINO RIVERA,,1286  1/4 QUEEN ANNE PLACE,LOS ANGELES,90019-6867,1286 QUEEN ANNE 90019-6867,1286 1/4 QUEEN ANNE PLACE,LOS ANGELES,90019-6867,531100,Lessors of real estate (including mini warehouses & self-storage units),10,05/01/1984,,"(34.0489, -118.3322)"
0002330496-0001-6,LIKWID SKIN INC,LIKWID SKIN INC,20929 VENTURA BLVD SUITE #47-465,WOODLAND HILLS,91364-2334,20929 VENTURA 91364-2334,,,,812990,All other personal services,3,01/01/2007,,"(34.1664, -118.5889)"
0002887949-0001-2,DARA BEER,,16722   BOLLINGER DRIVE,PACIFIC PALISADES,90272-3218,16722 BOLLINGER 90272-3218,1040 PRINCETON STREET,SANTA MONICA,90403-4702,812990,All other personal services,11,01/15/2015,,"(34.0471, -118.5444)"
0002869482-0001-6,DUBIN CLINICS LLC,,11500 W OLYMPIC BLVD SUITE #400,LOS ANGELES,90064-1525,11500 OLYMPIC 90064-1525,,,,621399,Offices of all other miscellaneous health practitioners,11,02/12/2015,,"(34.0364, -118.4441)"
0002478922-0001-2,UNIVERSAL COURIER LTD,,5849 UPLANDER WAY FLOOR #1,CULVER CITY,90230-6607,5849 UPLANDER 90230-6607,POST OFFICE BOX #5305,CULVER CITY,90231-5305,492000,Couriers & messengers,0,02/09/2015,,"(33.9848, -118.3862)"
0003188846-0001-4,J & I RUVAL LLC,,901 E 31ST STREET,LOS ANGELES,90011-2559,901 31ST 90011-2559,124 E 65TH STREET,LOS ANGELES,90003-1518,,,9,02/04/2020,,"(34.016, -118.2591)"
0000842266-0015-8,FITNESS INTERNATIONAL LLC,L A FUTBESS AND PRO RESULTS,700 W 7TH STREET,LOS ANGELES,90017-3704,700 7TH 90017-3704,3161 MICHELSON DRIVE SUITE #600,IRVINE,92612-4406,713900,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",14,01/29/2016,,"(34.048, -118.2576)"
0000885205-0001-9,TEODULFO LAZARO,TOKKOS GARDENING,4176 DALTON AVENUE,LOS ANGELES,90062-1806,4176 DALTON 90062-1806,,,,561730,Landscaping services,8,01/06/1992,,"(34.0078, -118.3034)"
0002305465-0001-8,ECHO INVESTMENTS LLC,,10866 WILSHIRE BLVD SUITE #670,LOS ANGELES,90024-4365,10866 WILSHIRE 90024-4365,,,,531310,Real estate property managers,5,05/01/2005,,"(34.0586, -118.442)"
0003314860-0001-1,SRAN THONGSORY,,7731 ALCOVE AVENUE,NORTH HOLLYWOOD,91605-2017,7731 Alcove 91605-2017,,,,492000,Couriers & messengers,2,01/01/2018,,"(34.2112, -118.4136)"
0000003170-0001-4,RESOURCE MANAGEMENT STRATEGIES INC,,1377 W 7TH STREET,SAN PEDRO,90732-3504,1377 7TH 90732-3504,,,,452000,General merchandise stores,0,11/01/1999,,
0000003175-0001-7,LOUIS C SIMPSON JR MD,LOUIS C SIMPSON,3756 SANTA ROSALIA DRIVE #210,LOS ANGELES,90008-3616,3756 SANTA ROSALIA 90008-3616,4572 DON MILAGRO DRIVE,LOS ANGELES,90008-2834,621111,Offices of physicians (except mental health specialists),8,10/01/1974,,
0002436890-0001-1,SARO AGHAZARYAN,S & A ELECTRIC,8026 WENTWORTH STREET,SUNLAND,91040-2139,8026 WENTWORTH 91040-2139,8026 WENTWORTH STREET,SUNLAND,91040-2139,,,7,11/18/2013,,"(34.2669, -118.308)"
0002947294-0001-1,SHANDIZ CUISINE RESTAURANT INC,SHANDIZ CRUSINE RESTAURANT,745 E VALLEY BLVD,SAN GABRIEL,91776-3549,745 VALLEY 91776-3549,,,,722110,Full-service restaurants,0,09/02/2016,,"(34.0802, -118.0912)"
0002609832-0001-1,MANOEL MOLHEMPOUR,VISION KING WRAP STUDIO,9349 MELVIN AVENUE UNIT #3,NORTHRIDGE,91324-2418,9349 MELVIN 91324-2418,19708   MERRIDY STREET,CHATSWORTH,91311-3523,541920,Photographic services,12,04/06/2012,,
0002873545-0001-6,KALANI K KAUHI,NALU CONSTRUCTION,967 VALLEJO AVENUE,SIMI VALLEY,93065-5662,967 VALLEJO 93065-5662,,,,233210,Single Family Housing Construction (1997 NAICS),0,12/14/2015,,"(34.2555, -118.7579)"
0000558732-0001-3,ONTIC ENGINEERING & MANUFACTURING INC,,20400 PLUMMER STREET,CHATSWORTH,91311-5372,20400 PLUMMER 91311-5372,13485 VETERANS WAY SUITE #600,ORLANDO,32827-7719,336000,Transportation equipment mfg.,12,02/02/1987,,"(34.2427, -118.5783)"
0002582084-0001-8,WORLD LANGUAGE COMMUNICATIONS INC,,1800 CENTURY PARKS  E SUITE #600,LOS ANGELES,90067-1508,1800 CENTURY 90067-1508,,,,,,5,05/21/2010,,"(34.0628, -118.4158)"
0003207335-0001-2,ELIZABETH MONGE,VARIEDADES LA CENTRAL,1649 E 109TH STREET,LOS ANGELES,90059-1207,1649 109TH 90059,1649 E 109TH STREET,LOS ANGELES,90059-1207,,,15,08/13/2020,,"(33.9371, -118.2445)"
0002869394-0001-1,G S HEATING & AIR CONDITIONING INC,,4525 SAN FERNANDO ROAD UNIT #A,GLENDALE,91204-3274,4525 SAN FERNANDO 91204-3274,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",0,11/19/2015,,"(34.1344, -118.2629)"
0002755488-0001-2,DBD ENTERPRISES,SALON BLU,7511 NAYLOR AVENUE,LOS ANGELES,90045-1652,7511 NAYLOR 90045-1652,7511 NAYLOR AVENUE,LOS ANGELES,90045-1652,812112,Beauty salons,11,06/01/2014,,"(33.9728, -118.3942)"
0000729801-0001-5,FARHAD PEZESHKI,HAMBURGER HABIT,11223 NATIONAL BLVD,LOS ANGELES,90064-3902,11223 NATIONAL 90064-3902,,,,722110,Full-service restaurants,5,09/01/1989,,"(34.0269, -118.4297)"
0002870106-0001-1,"PLUS MARKING USA, INC.",,420 E 11TH STREET SUITE #306,LOS ANGELES,90015-2358,420 11TH 90015,420 E 11TH STREET SUITE #306,LOS ANGELES,90015-2358,315000,Apparel mfg.,14,11/30/2015,,"(34.037, -118.2548)"
0003161162-0001-2,FF TO DEF ENTERTAINMENT LLC,,209 E 31ST STREET,NEW YORK,10016-6302,209 31ST 10016,433 N CAMDEN DRIVE SUITE #730,BEVERLY HILLS,90210-4411,711510,"Independent artists, writers, & performers",0,01/01/2018,,"(40.7438, -73.9788)"
0002607649-0001-6,"FEATHERFINDER, INC.",,225 W 34TH STREET SUITE #2000,NEW YORK,10122-2000,225 34TH 10122-2000,228 PARK AVENUE S #44275,NEW YORK,10003-1502,561300,Employment services,1,03/17/2009,,"(40.7519, -73.9917)"
0002363181-0001-6,FRANCISCO ALFARO,,13359 GARBER STREET,PACOIMA,91331-3915,13359 GARBER 91331-3915,,,,561720,Janitorial services,7,02/04/2007,,"(34.2528, -118.4244)"
0003197802-0001-1,CLSOLUTIONS,,1875   COPPER LANTERN DRIVE,HACIENDA HEIGHTS,91745-3312,1875 COPPER LANTERN 91745,1875   COPPER LANTERN DRIVE,HACIENDA HEIGHTS,91745-3312,541600,"Management, scientific, & technical consulting services",0,08/01/2018,,"(34.0014, -117.9797)"
0002939258-0001-2,MARIA FERRUFINO HERRERA / SANDRA FERRUFINO PEREZ,CATRACHAS,2169 W WASHINGTON BLVD,LOS ANGELES,90018-1535,2169 WASHINGTON 90018-1535,228 N JACKSON STREET APT #C,GLENDALE,91206-4337,452000,General merchandise stores,10,11/01/2016,,"(34.04, -118.3083)"
0002487507-0001-4,SPENCER TECHNOLOGIES INC,,102 OTIS STREET,NORTHBOROUGH,01532-2415,102 OTIS 01532-2415,10 TROTTER DRIVE,MEDWAY,02053-2299,235310,Electrical Contractors (1997 NAICS),0,02/18/2010,,"(42.29, -71.6562)"
0003005352-0001-1,MATONGO MTANGADURA,THE PLUMBINGMAN PLUMBING,815 N LA BREA AVENUE,INGLEWOOD,90302-2205,815 LA BREA 90302-2205,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",0,09/05/2017,,"(33.9738, -118.358)"
0002544817-0001-1,PERRY LA MARCA,,7101 OSO AVENUE UNIT #6,WINNETKA,91306-3454,7101 OSO 91306-3454,20929   VENTURA BLVD,WOODLAND HILLS,91364-2334,334000,Computer & electronic product mfg.,3,01/01/2003,,"(34.1991, -118.5753)"
0002445200-0002-6,KARY PERELMUTTER,ALL HOME MANAGEMENT,8865   VENICE BLVD,LOS ANGELES,90034-3222,8865 VENICE 90034-3222,,,,562000,Waste management & remediation services,10,09/01/2008,,"(34.0304, -118.3872)"
0002796527-0001-7,JOSE R MERCADO AYALA,,1126 PELICAN COURT,MERCED,95340-9376,1126 PELICAN 95340-9376,,,,624410,Child day care services,0,01/14/2013,,"(37.3343, -120.4572)"
0003207291-0001-8,JAMES J. BENN,,5538 E ECHO STREET   APT,LOS ANGELES,90042-4617,5538 ECHO 90042,5538 E ECHO STREET   APT,LOS ANGELES,90042-4617,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",1,04/01/2020,,"(34.107, -118.1939)"
0003310731-0001-8,DENNICE CONSTANZA,DCS,19524 Ellis Henry,Newhall,91321-2152,19524 ELLIS HENRY 91321,19524 Ellis Henry,Newhall,91321-2152,561110,Office administrative services,0,01/06/2020,,"(34.397, 34.397)"
0003318926-0001-1,RINKA SHIRAISHI,,4214 W 62ND STREET,LOS ANGELES,90043-3615,4214 62nd 90043-3615,,,,,,8,01/01/2017,,
0002795747-0001-3,MAHVASH RABIE,NOAH FAMILY CHILD CARE,1427 LIVONIA AVENUE,LOS ANGELES,90035-3317,1427 LIVONIA 90035-3317,,,,624410,Child day care services,5,01/02/2015,,"(34.0544, -118.3863)"
0002268500-0002-4,MARCIE DIETZ LIPSETT,,5426 CALHOUN AVENUE,SHERMAN OAKS,91401-4913,5426 CALHOUN 91401-4913,,,,423940,"Jewelry, watch, precious stone, & precious metals",4,01/01/2012,,"(34.1696, -118.4421)"
0000027102-0004-4,BIG 5 CORP,BIG 5 SPORTING GOODS STORE #490,6314 N FIGUEROA STREET,LOS ANGELES,90042-2733,6314 FIGUEROA 90042-2733,POST OFFICE BOX #92088,LOS ANGELES,90009-2088,451110,Sporting goods stores,14,12/12/2014,,"(34.1161, -118.1836)"
0000871160-0004-9,KOULAX ENTERPRISES INC,,5873 HOLLYWOOD BLVD,LOS ANGELES,90028-5610,5873 HOLLYWOOD 90028-5610,831 E HUNTINGTON DRIVE SUITE #202,MONROVIA,91016-3612,531100,Lessors of real estate (including mini warehouses & self-storage units),13,03/01/1996,,"(34.1016, -118.3177)"
0002350156-0001-0,"CAMBRIDGE FARMS KOSHER, INC.",,12431 BURBANK BLVD,VALLEY VILLAGE,91607-1616,12431 BURBANK 91607-1616,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),2,04/22/2008,,"(34.1721, -118.4037)"
0002075171-0001-7,HEFFERNAN INSURANCE BROKERS INC,,757 S ALAMEDA STREET SUITE #350,LOS ANGELES,90021-1678,757 ALAMEDA 90021-1678,POST OFFICE BOX #4006,WALNUT CREEK,94596-1796,524210,Insurance agencies & brokerages,14,10/15/2005,,"(34.0307, -118.242)"
0002421151-0001-1,BRANDI FOWLER,,390 17TH STREET NW UNIT #5022,ATLANTA,30363-2013,390 17TH 30363-2013,390   17TH STREET NW SUITE #5022,ATLANTA,30363-2013,541990,"All other professional, scientific, & technical services",0,05/10/2007,,"(33.792, -84.4032)"
0000003498-0001-2,WILLIAM ELKINS,ALLEY,5064 1/2 LANKERSHIM BLVD,N HOLLYWOOD,91601-4225,5064 LANKERSHIM 91601-4225,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),4,10/01/1974,,
0002856650-0001-4,SHANDIZ RESTAURANT INC,SHANDIZ PERSIAN GRILL,745 E VALLEY BLVD,SAN GABRIEL,91776-3549,745 VALLEY 91776-3549,,,,722110,Full-service restaurants,0,09/23/2015,,"(34.0802, -118.0912)"
0002871952-0001-4,ARAM ANDRES ULLOA,,6449 DENSMORE AVENUE,VAN NUYS,91406-6021,6449 DENSMORE 91406-6021,,,,561730,Landscaping services,6,01/20/2014,,"(34.1876, -118.4774)"
0003024876-0001-2,GARY BITTON PC,,8881 W PICO BLVD SUITE #5,LOS ANGELES,90035-3336,8881 PICO 90035-3336,,,,541100,Legal services,5,01/05/2018,,"(34.0554, -118.3855)"
0000003518-0001-1,GOLDBERG & GAGE,GOLDBERG & GAGE ATTORNEYS AT LAW,23002 VICTORY BLVD,WOODLAND HILLS,91367-1635,23002 VICTORY 91367-1635,,,,541100,Legal services,3,06/01/1991,,
0002073613-0001-1,JAY F BLOOM & DANIELLE B BLOOM,BLOOM & COMPANY,25535   PEMBROOK PLACE,SAUGUS,91350-3025,25535 PEMBROOK 91350-3025,,,,,,0,10/14/2005,,"(34.402, -118.531)"
0003021015-0001-9,"MCR DENTAL LAB, INC",,19553   PARTHENIA STREET   SUITE #G,NORTHRIDGE,91324-3415,19553 PARTHENIA 91324-3415,26500 AGOURA ROAD SUITE #102,CALABASAS,91302-3571,339110,Medical equipment & supplies mfg.,12,11/28/2017,,"(34.2283, -118.559)"
0003153495-0001-0,APOSTROPHE WEST LLC,APOSTROPHE,1552 S POINT VIEW STREET,LOS ANGELES,90035-3912,1552 POINT VIEW 90035-3912,,,,512100,Motion picture & video industries (except video rental),10,01/01/2018,,"(34.0487, -118.3705)"
0002185376-0001-8,ROBERT RESELMAN,COGNITIVE ARTS AND TECHNOLOGIES,3649 GLENDON AVENUE UNIT #207,LOS ANGELES,90034-6247,3649 GLENDON 90034-6247,,,,238990,All other specialty trade contractors,5,01/01/2002,,"(34.0205, -118.411)"
0002604982-0001-1,CRIMINAL ARITHMETIC PICTURES CORP,,1383 MALTMAN AVENUE,LOS ANGELES,90026-6247,1383 MALTMAN 90026-6247,20 CROSSWAYS PARK DRIVE N #412,WOODBURY,11797-2007,711510,"Independent artists, writers, & performers",13,01/01/2011,,"(34.0882, -118.2778)"
0002000417-0001-6,SARKIS GEZALIAN,NEW IMAGE CONSTRUCTION,8928 CHIMINEAS AVENUE,NORTHRIDGE,91325-2721,8928 CHIMINEAS 91325-2721,,,,,,12,12/31/2010,,"(34.2328, -118.5284)"
0002869955-0001-0,WHAT YAH WANT HOME STLYE COOKING,,103 W HAMMOND STREET,PASADENA,91103-2529,103 HAMMOND 91103,103 W HAMMOND STREET,PASADENA,91103-2529,722300,Special food services (including food service contractors & caterers),0,02/14/2016,,"(34.1654, -118.1535)"
0002700545-0001-4,JINHONG KIM,KIMBOBREX,3414 MONTROSE AVENUE    #6,GLENDALE,91214-4113,3414 MONTROSE 91214-4113,,,,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,09/05/2013,,"(34.2245, -118.2539)"
0002869947-0001-5,MATTHEW JANSKY,,5509 TUXEDO TERRACE,LOS ANGELES,90068-2453,5509 TUXEDO 90068,5509 TUXEDO TERRACE,LOS ANGELES,90068-2453,621330,Offices of mental health practitioners (except physicians),4,12/01/2015,,"(34.1116, -118.3141)"
0002233057-0001-0,EDGAR ULLOA,WHITE CROSS COMMUNICATION,3686 S MAIN STREET   #C,LOS ANGELES,90007-4421,3686 MAIN 90007-4421,,,,,,9,01/10/2005,,"(34.015, -118.2737)"
0003140465-0020-7,LOS ANGELES SMSA LIMITED PARTNERSHIP A CALIFORNIA LIMITED PARTNERSHIP,VERIZON WIRELESS BY AIRTOUCH CELLULAR INC ITS GENERAL PARTNER,6100 E WASHINGTON BLVD,COMMERCE,90040-2417,6100 WASHINGTON 90040-2417,,,,517000,Telecommunications,0,01/01/2019,,"(33.9958, -118.1481)"
0003206704-0001-2,HOPE TRANSITIONAL SOBER LIVING FOUNDATION LLC,,1679 E 110TH STREET   BUILDING,LOS ANGELES,90059-0059,1679 110TH 90059-0059,1679 E 110TH STREET   BUILDING,LOS ANGELES,90059-0059,621610,Home health care services,15,10/18/2019,,"(33.9363, -118.2433)"
0002648235-0022-7,CEDARS SINAI MEDICAL CARE FOUNDATION,,3831 HUGHES AVENUE SUITE #603,CULVER CITY,90232-6846,3831 HUGHES 90232-6846,15821 VENTURA BLVD SUITE #590,ENCINO,91436-2965,621111,Offices of physicians (except mental health specialists),5,04/01/2015,,"(34.0227, -118.3983)"
0003204535-0001-7,ORION CONSTRUCTION GROUP INC,,6745 WASHINGTON AVENUE #153,WHITTIER,90601-4309,6745 WASHINGTON 90601-4309,6745   WASHINGTON AVENUE   #153,WHITTIER,90601-4309,233220,Multifamily Housing Construction (1997 NAICS),0,11/04/2019,,
0000280892-0001-8,RONELLE R BENCHANAN,RONELLE DESIGNS,6207 ORANGE STREET,LOS ANGELES,90048-4814,6207 ORANGE 90048-4814,,,,423940,"Jewelry, watch, precious stone, & precious metals",5,09/15/1985,,"(34.0642, -118.3634)"
0003207217-0001-6,MARIE GLOWASKI,K&D T-SHIRT COMPANY,19717   CALVERT STREET,WOODLAND HILLS,91367-3827,19717 CALVERT 91367,19717   CALVERT STREET,WOODLAND HILLS,91367-3827,454111,Electronic shopping,3,06/21/2016,,"(34.1814, -118.5633)"
0000003646-0001-1,"ROYALE GRACE INVESTMENT COMPANY, LLC",,8720   BURTON WAY,LOS ANGELES,90048-3810,8720 BURTON 90048-3810,10660 WHITE OAK AVENUE,GRANADA HILLS,91344-5943,531100,Lessors of real estate (including mini warehouses & self-storage units),5,12/24/1998,,
0002588829-0001-8,ONE ONE THOUSAND TWO ONE THOUSAND INC,,16633 VENTURA BLVD SUITE #1450,ENCINO,91436-1887,16633 VENTURA 91436-1887,,,,512100,Motion picture & video industries (except video rental),5,09/13/2007,,"(34.158, -118.496)"
0003059179-0001-4,"IRON WILL CONSULTING, INC.",,15335   MORRISON STREET   SUITE #235,SHERMAN OAKS,91403-6707,15335 MORRISON 91403-6707,15335   MORRISON STREET   SUITE #235,SHERMAN OAKS,91403-6707,424990,Other miscellaneous nondurable goods,4,06/22/2018,,"(34.161, -118.4678)"
